StartDate,Elapsed_Sec,Distance,ItemCount,Weight (Tons),FuelConsumption,RepairCost,AssetFailures,AssetRepairTime
2021-03-01 00:00:00,32723.002,59.6796,230.0,6876.0,78.84593285333072,377872.0,113.0,4294.0
2021-03-02 00:00:00,32773.036,56.7465,228.0,6849.0,80.81916841944691,381216.0,114.0,4332.0
2021-03-03 00:00:00,31649250.256,92.9348,373.0,11153.0,126.27275582187337,585200.0,175.0,6650.0
2021-03-04 00:00:00,19124657.895,108.0018,410.0,12459.0,142.94938084719195,715616.0,214.0,8132.0
2021-03-05 00:00:00,35177.998,49.6931,198.0,5902.0,69.5266641250115,307648.0,92.0,3496.0
2021-03-06 00:00:00,30816.963,54.0376,186.0,5500.0,64.5877186610245,297616.0,89.0,3382.0
2021-03-07 00:00:00,24327.021,31.4788,162.0,4919.0,56.81693175485204,294272.0,88.0,3344.0
2021-03-08 00:00:00,-49211086.042,56.6172,210.0,6250.0,75.14452750762325,347776.0,104.0,3952.0
Total,1718640.1290000007,509.18940000000003,1997.0,59908.0,694.9630799903542,3307216.0,989.0,37582.0
